Tour_ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
tour_id5joppfy0,0.27451992,0.6709488,0.009461953,0.008114626,0.0045278766,0.032426838
tour_ide3r46sfp,0.0003490667,0.0004418377,2.5236736e-06,0.00961895,0.97471935,0.014868329
tour_idv1i3hjlc,0.07735446,0.8528977,0.009715014,0.011639593,0.011721082,0.036672186
tour_idd0tr3vvc,0.040470313,0.013869641,1.6511502e-05,0.3432666,0.16860202,0.4337749
tour_idx2olq11s,0.101953104,0.07139551,0.00032789505,0.046428412,0.0027131578,0.7771819
tour_idlw7zljpa,0.0318488,0.0067425207,1.9817622e-05,0.27166015,0.17711729,0.5126114
tour_id2p2905se,0.4253489,0.42116055,0.006215252,0.010363201,0.014319849,0.122592196
tour_id7a5od3oq,0.06753623,0.7257236,0.12517804,0.0022356578,0.04471,0.034616493
tour_idy3zbxz75,0.060528874,0.084230706,7.314439e-05,0.06355247,0.069625266,0.7219895
tour_idbn7rn9zd,0.018175073,0.0029931297,4.8831476e-05,0.24045378,0.646706,0.09162319
tour_idetuahj6q,0.77838147,0.12933935,0.0014436117,0.0053784307,0.0017500735,0.08370702
tour_id89252x1r,0.05224629,0.37186125,0.0052849133,0.08794045,0.28584263,0.19682443
tour_idlns3sdx9,0.11984069,0.71362615,0.12579115,0.006667884,0.0064028413,0.02767135
tour_id8l6rftpp,0.029380418,0.009297736,2.031866e-05,0.31770793,0.1973014,0.4462922
tour_iduapginaf,0.24802734,0.017056443,0.000108164735,0.1709014,0.047908843,0.5159978
tour_idehc1jc7u,0.17678878,0.67413414,0.021043113,0.03593617,0.008133726,0.08396414
tour_idwggitlv8,0.23471259,0.32419702,0.0013938842,0.0077264253,0.053312212,0.37865788
tour_id63prweuf,0.00994414,0.04842634,0.00015637763,0.38607478,0.1379204,0.417478
tour_idy8q27cit,0.105868906,0.74792135,0.107603095,0.005600654,0.009701614,0.023304395
tour_id8ovzt9q6,0.056922376,0.053051863,0.0002444201,0.11703805,0.06883817,0.70390517
tour_idb3iw8xo0,0.47244805,0.05774679,0.00046354096,0.009649348,0.0062999194,0.45339236
tour_idi883vv6i,0.03860136,0.008884797,3.541221e-05,0.17799781,0.14629272,0.6281879
tour_idvl3biu6x,0.19669822,0.5179464,0.0063902633,0.007924466,0.07874612,0.1922945
tour_idwgd9g2f8,0.25017232,0.013952402,0.0001540343,0.11926124,0.012206807,0.6042532
tour_idl0pbkc5v,0.27691367,0.28349692,0.0002897917,0.009777279,0.021419264,0.40810302
tour_id543hs0oc,0.20990998,0.64372903,0.08821438,0.0034408944,0.0022216106,0.052484103
tour_idmp3feu07,0.02785094,0.9267702,0.010396047,0.0014523222,0.01285857,0.020671919
tour_id0dn5bkeh,0.1794875,0.6487397,5.386135e-05,0.0010700148,0.004118849,0.16653007
tour_id47d22ons,0.30760556,0.643361,0.00043725784,0.008292926,0.011675949,0.028627347
tour_id6cyb389x,0.3888173,0.1882623,0.0015990025,0.0058973064,0.035371248,0.38005283
tour_ido38s6dor,0.041672233,0.015289236,7.983854e-05,0.29735988,0.073165864,0.5724329
tour_id76om6sk9,0.38085377,0.06295428,0.00014280755,0.10681055,0.07293667,0.3763019
tour_idhgp9vnw3,0.00059981976,0.00021241042,2.7680353e-06,0.0065711066,0.9738883,0.018725635
tour_idaqnhv8bt,0.0761133,0.8528933,0.008091026,0.0068758475,0.00477772,0.051248804
tour_idg5zpdfte,0.0029406098,0.00050199445,6.8899544e-06,0.026167842,0.93691725,0.033465445
tour_idyfid2s3z,0.25262612,0.07737999,0.0018318247,0.01594677,0.07245962,0.57975566
tour_id9d6vjo8f,0.15229283,0.11772788,0.005975458,0.01048248,0.16210341,0.5514179
tour_id27y04p1o,0.0027983382,0.0003157837,1.812111e-05,0.037707083,0.93872553,0.020435184
tour_idxw9964no,0.008558339,0.004043244,1.1140764e-05,0.3042162,0.419944,0.26322713
tour_id66z9z6jn,0.14710006,0.04141386,4.3904995e-05,0.030084418,0.10133543,0.68002236
tour_iduqxjjv3y,0.19322288,0.10993242,0.0004975127,0.049826484,0.0855117,0.561009
tour_ida5hbgbgc,0.008542615,0.0028846879,1.5463742e-05,0.14701098,0.5764105,0.26513577
tour_idslvvj3zv,0.029910745,0.027934918,3.7147543e-05,0.28686842,0.18795064,0.46729812
tour_id8lm5eea2,0.27600893,0.6243942,0.018107256,0.0011172825,0.0053264536,0.0750459
tour_idvj5xzlrj,0.13297077,0.015568881,0.00027646538,0.29019713,0.04453482,0.5164519
tour_id82a9ubth,0.36833534,0.43957677,0.0072280513,0.0042152065,0.017283788,0.1633609
tour_idd7te19kw,0.1238976,0.8038332,0.032992292,0.001305104,0.004662745,0.03330903
tour_idr10ex32d,0.3272947,0.21386608,0.002081943,0.014782363,0.033010405,0.40896454
tour_idt5u60t7g,0.15928158,0.60965353,0.0039608898,0.025877979,0.011486321,0.1897397
tour_idd929jmw7,0.62761515,0.23601441,0.0049460824,0.004785886,0.0138689,0.11276958
tour_id60gdv6ft,0.029380418,0.009297736,2.031866e-05,0.31770793,0.1973014,0.4462922
tour_idjusukv0q,0.016576909,0.00368469,1.3341391e-05,0.48088115,0.10473504,0.39410883
tour_id741yvu62,0.03332444,0.019624062,2.343134e-05,0.13868973,0.085819826,0.7225185
tour_idjb89hj10,0.010135403,0.005239869,2.7613602e-05,0.27355835,0.41031966,0.30071914
tour_idhulda4y1,0.20224223,0.6451568,0.011657662,0.04162728,0.054999806,0.044316255
tour_idfe27fddt,0.12414068,0.30458152,0.54494166,0.0009601808,0.005870134,0.019505797
tour_idil9hr901,0.6788511,0.1870007,0.0023857486,0.013965724,0.0052425438,0.11255413
tour_idbe37snun,0.13796486,0.81836504,0.017288031,0.0015621451,0.0034975007,0.021322435
tour_idmzqmzjy7,0.21523447,0.5830251,0.0013026939,0.0064031617,0.0059066038,0.18812793
tour_idbbng0uf0,0.03717423,0.011489683,4.0149353e-05,0.17171547,0.15752035,0.6220601
tour_idax30bb8r,0.14988217,0.023709979,0.0005308188,0.023640877,0.18600027,0.6162359
tour_idaijzsgqn,0.26704136,0.105224654,0.00085018296,0.06823472,0.017036412,0.5416127
tour_idvnevj429,0.0043592383,0.0026422723,2.6060972e-05,0.41468012,0.33365422,0.24463814
tour_idb8yamnhp,0.025279572,0.00510088,2.3278371e-05,0.3972251,0.22011034,0.35226083
tour_id1x6pm7gn,0.78358006,0.15135717,0.0011004156,0.0022959085,0.0012912282,0.060375195
tour_idgzg2qkpj,0.20197055,0.08488235,0.00030712047,0.008062534,0.036473487,0.668304
tour_idtk0wcnh9,0.24004796,0.31573305,0.00016740111,0.0026380636,0.0047216034,0.43669197
tour_id4oxlkyjp,0.020629477,0.71410424,0.24400589,0.0011081214,0.0013492525,0.018803045
tour_idt2q70jfq,0.44737285,0.09961183,0.0005940866,0.017029297,0.015185536,0.4202064
tour_idvw0bw105,0.0025593634,0.0033259087,1.0639973e-05,0.18158369,0.6346573,0.17786309
tour_idjlnm6qm1,0.55297345,0.09353499,0.0061585684,0.017961795,0.026008502,0.30336276
tour_idkpw1wnqj,0.0982112,0.82312673,0.008425786,0.0036143304,0.011676384,0.054945584
tour_idgqm2up4i,0.027840458,0.004738559,2.6095662e-05,0.09192071,0.04724955,0.82822466
tour_id3g3o5dzd,0.0020060975,0.0033388643,3.206404e-05,0.17957519,0.7406231,0.07442462
tour_id7sd3bnbu,0.5815558,0.07874577,0.0016037917,0.03974996,0.009133182,0.28921148
tour_id4jn1oyg0,0.27761585,0.011429086,0.00016108603,0.032042418,0.0015663829,0.6771852
tour_idw8k7es1o,0.16650186,0.05868329,4.2683536e-05,0.061003454,0.03152177,0.6822469
tour_idb5nmh2zw,0.7107462,0.17992915,0.0012780121,0.00810385,0.014240452,0.085702315
tour_iddj1b1u8e,0.00482686,0.02148125,6.990338e-05,0.3949364,0.35313272,0.22555284
tour_idqddbua5f,0.0237371,0.0052208724,1.0788129e-05,0.28941873,0.22769849,0.45391408
tour_idbndoufi8,0.00816995,0.0018268118,9.326295e-06,0.17630412,0.58840615,0.22528368
tour_idwbs03n6a,0.50458705,0.049893808,0.0014773612,0.0041302624,0.11139513,0.3285164
tour_idlgxn4936,0.27176973,0.030538388,1.8592737e-05,0.11687267,0.044423375,0.53637725
tour_idzwognf3n,0.6235234,0.141441,0.0010071722,0.007899797,0.0042730765,0.22185555
tour_id957ccfus,0.046870887,0.91916966,0.014988378,0.0013099347,0.0030143023,0.014646883
tour_idcgu2fchr,0.19426823,0.5525667,0.05001525,0.020904075,0.022190116,0.16005561
tour_idkq2wezfn,0.11906285,0.7861111,0.014380933,0.0029761333,0.017542755,0.059926283
tour_id6nd5m9y0,0.015509524,0.0014203986,1.629252e-05,0.20595859,0.566091,0.21100421
tour_iddascgabz,0.0036744776,0.0005883406,1.7425524e-05,0.06999199,0.8697488,0.055979017
tour_idkus807m8,0.07910307,0.012059141,6.130533e-05,0.25041297,0.092626326,0.5657372
tour_idmzv0vl51,0.5750576,0.111758485,0.0045626815,0.0052846554,0.0027407543,0.30059576
tour_id5qwubx23,0.4988759,0.36909738,0.013352737,0.0060943807,0.0055464413,0.10703315
tour_idhqinzygj,0.22175209,0.5550226,0.02315726,0.018483533,0.020561587,0.16102293
tour_iduvirqpr9,0.492518,0.44371694,0.013119197,0.009800185,0.0027136505,0.038132038
tour_idzkpg33ua,0.7103744,0.050756887,3.119389e-05,0.006234877,0.08671933,0.14588335
tour_idmqoe8dln,0.3597144,0.38215685,0.08928173,0.019738235,0.016304223,0.13280459
tour_id4ntpc9uc,0.2348404,0.6261055,0.035379853,0.0061968095,0.013657687,0.08381976
tour_id3z9isqga,0.5792082,0.21024783,0.04434526,0.0019919265,0.018281883,0.1459249
tour_idmsfdxxjd,0.07833186,0.6949069,0.18499531,0.0027892946,0.000939999,0.038036652
tour_idwwtgf7nd,0.111676045,0.018145029,0.00013196873,0.4232953,0.06863004,0.37812164
tour_id4u68b15t,0.26591387,0.58159083,0.005229452,0.006038113,0.023298439,0.1179293
tour_id6yljrbl0,0.05918983,0.015577628,7.10453e-05,0.33150196,0.015343211,0.57831633
tour_idc2xvsjhw,0.00901196,0.0048497664,1.4483926e-05,0.3753221,0.28153184,0.3292699
tour_idog3f4ek0,0.1659696,0.6310529,0.039880544,0.0016411899,0.043222826,0.11823289
tour_idkmzt9l5r,0.004297401,0.007232253,7.95522e-05,0.53170526,0.32715327,0.12953225
tour_idoqmx9p8q,0.053080708,0.8585774,0.06923539,0.0007004824,0.0015007857,0.016905317
tour_idt20k3qin,0.28280467,0.2727591,0.0011299448,0.028897015,0.035246972,0.37916228
tour_id15rnscw1,0.048432853,0.020162314,7.796744e-05,0.10384505,0.16438012,0.6631017
tour_id46bnvryu,0.093022145,0.86213696,0.0045122644,0.0014731514,0.0026777468,0.03617772
tour_idxixihqzt,0.001640833,0.0013623743,3.3908486e-06,0.1883521,0.7418027,0.06683867
tour_idhz7ejq3m,0.24113715,0.3560288,0.02616042,0.007091692,0.17929812,0.19028388
tour_idtiizjel1,0.003994755,0.0028983704,4.200875e-05,0.23805699,0.6455145,0.10949341
tour_idziplcuzs,0.15307015,0.7679734,0.0012765282,0.0020376474,0.010195644,0.0654466
tour_idbfpi7eha,0.33553928,0.30741218,0.031604655,0.011896052,0.027445344,0.2861025
tour_idfy4y39ot,0.22888507,0.70302516,0.017117837,0.0029976347,0.0010120004,0.04696228
tour_id5mbf3jkq,0.11277583,0.7302001,0.0005964737,0.016744532,0.017137658,0.12254543
tour_idephcj8sx,0.25958964,0.62796456,0.038225796,0.011305075,0.009580349,0.05333461
tour_idw2ypwu80,0.4922659,0.22297847,0.04682104,0.023114782,0.06069983,0.15411994
tour_idocbrrq8w,0.22876866,0.6696194,0.0039185104,0.016711572,0.006062606,0.07491924
tour_idmwrixncl,0.003481009,0.008003064,0.000125656,0.32316455,0.4994749,0.16575077
tour_idajbpnmwy,0.2341517,0.7183671,0.0017614847,0.009820556,0.0058860825,0.03001308
tour_idgnaamjl2,0.009472721,0.0023221984,1.3411531e-05,0.13307546,0.6492748,0.20584139
tour_idyge7n5vt,0.008142243,0.0063326037,1.9080124e-05,0.18719573,0.13377789,0.6645325
tour_idrdjx0pmq,0.00879589,0.0019125289,1.042543e-05,0.38111877,0.17503935,0.43312305
tour_idt6jfkt6w,0.10662015,0.048479673,0.0002435624,0.039311707,0.049933802,0.75541115
tour_idtlm4zps4,0.36513528,0.11406805,0.0007842892,0.01419645,0.012595838,0.49322012
tour_idrua068to,0.20726018,0.43350285,0.0480299,0.05989924,0.01863205,0.23267576
tour_id5ehjtyt4,0.47178686,0.18019632,0.00063061557,0.016246907,0.011970394,0.31916893
tour_idwhx8e94m,0.34790543,0.2261842,0.0038275716,0.03686148,0.036973093,0.34824824
tour_idun10x5k7,0.43556342,0.2879151,0.004173781,0.022903265,0.013219105,0.23622537
tour_id3jb38898,0.00036261036,5.9935446e-05,1.6328853e-06,0.0034878368,0.9939235,0.0021644258
tour_idvv3rw05j,0.059651077,0.7541784,0.06576124,0.006509486,0.008133235,0.10576659
tour_idkwhrpqg7,0.11930569,0.01894084,0.00019787891,0.07611598,0.04536185,0.74007773
tour_idmfg1vj7g,0.2604239,0.48395014,0.13546166,0.0034222635,0.005516008,0.11122602
tour_idhzxdwji6,0.09592737,0.019310638,9.01343e-05,0.24885337,0.10469462,0.5311239
tour_idusyvdem7,0.20659359,0.6079996,0.0052275835,0.0053760977,0.038095843,0.13670726
tour_idh2va6bw5,0.074493505,0.03147148,0.00015404621,0.15310481,0.35137764,0.38939852
tour_ide3f2cqaa,0.04913153,0.5637238,0.36332372,0.00036091864,0.0036086785,0.019851303
tour_idigteq51z,0.34259486,0.3913027,0.025129294,0.0164891,0.02699914,0.1974849
tour_id8qja3usr,0.29259202,0.4884537,0.054726,0.0043009776,0.022758095,0.13716924
tour_idxr4wkfgq,0.008152849,0.004702554,3.1833217e-05,0.36803964,0.17073078,0.44834235
tour_idp9cyi1wq,0.026911119,0.0098790955,3.460081e-05,0.17288809,0.1641165,0.62617064
tour_idxbeoxo6i,0.10299871,0.8008669,0.0013935559,0.0023950534,0.01794126,0.074404515
tour_idh2ylqcx2,0.020654434,0.003600099,2.5855543e-05,0.20766234,0.12640545,0.6416518
tour_ido16rps3x,0.24802086,0.09815504,0.00072966324,0.03338064,0.02815614,0.5915576
tour_idev708rsx,0.018533,0.0023187338,4.267222e-05,0.24339142,0.4008662,0.334848
tour_id0530568v,0.7014049,0.20538126,0.003689555,0.005456283,0.0021525118,0.08191543
tour_idxrhcd95m,0.03298994,0.007987896,7.725406e-05,0.14291503,0.074282624,0.74174726
tour_id1c22vv2s,0.2979999,0.3433,0.043857608,0.019762937,0.024946755,0.27013278
tour_idws8rsm5z,0.00802525,0.0065210895,7.6278925e-06,0.3158919,0.3539202,0.31563395
tour_idb5x14zfb,0.14788121,0.73800147,0.0014845774,0.0011872645,0.014818624,0.09662684
tour_idz6wkt8xz,0.41705683,0.4380337,0.00043274774,0.0014230184,0.02202885,0.12102488
tour_iderux9isb,0.008570797,0.0014545204,7.0084643e-06,0.29162443,0.47449765,0.22384559
tour_idyjfrdath,0.0003863856,0.00013345401,2.05549e-06,0.0054174513,0.98587495,0.008185717
tour_idji3oacvg,0.5707767,0.29539832,0.0028530278,0.006619326,0.0017998677,0.12255272
tour_ide079582f,0.017598769,0.0045415596,9.161734e-06,0.13405341,0.5892461,0.254551
tour_idgw43tx61,0.31893814,0.17809796,0.02999358,0.005634797,0.008710265,0.4586253
tour_idq08rna4x,0.010748414,0.00950019,2.3320274e-05,0.32176593,0.26323062,0.39473152
tour_idaiq5wjoa,0.21427442,0.08480994,0.00028916806,0.011179442,0.07756854,0.61187845
tour_idiqazqawc,0.04288997,0.021798251,2.4627736e-05,0.11588551,0.059993833,0.7594078
tour_idesel4j0g,0.13218752,0.012068864,2.7952785e-05,0.088628575,0.054619223,0.71246785
tour_id9cndss5m,0.0046591843,0.001406442,2.0698086e-05,0.15538706,0.7879545,0.050572097
tour_idfdq4pwel,0.14634982,0.63785744,0.032349728,0.013381906,0.01183564,0.15822548
tour_id6fxhyjhl,0.27280733,0.20252118,0.00078657834,0.041792434,0.009074345,0.4730181
tour_idysuw0w2e,0.10969145,0.029774858,0.00013582967,0.106061004,0.05081069,0.7035262
tour_idp1i2wjb2,0.15085754,0.034743663,0.000357481,0.13607141,0.051479015,0.6264909
tour_idhu1u8thv,0.20647344,0.63002586,0.11535542,0.0010799131,0.006223296,0.04084204
tour_id7zsicxuh,0.19212963,0.69048864,0.044504426,0.0015334126,0.009495069,0.061848886
tour_idfqevhpko,0.3068737,0.41976193,0.000701328,0.013018848,0.002258382,0.25738576
tour_iddyp1xcie,0.0026653095,0.0042301323,8.833204e-06,0.25295302,0.5262703,0.21387243
tour_idqqk4va65,0.0314297,0.010561847,7.8079895e-05,0.2727489,0.06595442,0.61922705
tour_idwius8afv,0.2457149,0.7024166,0.00298617,0.004796892,0.007949591,0.036135823
tour_idhkgr5jbf,0.22785729,0.52974117,0.0021563768,0.010027529,0.0020210433,0.22819658
tour_id1u6tv1um,0.38022336,0.05686965,0.0004004188,0.010959894,0.0033864921,0.5481602
tour_idrt2x2s3m,0.010182949,0.0012229898,2.205051e-05,0.100478694,0.4311364,0.45695692
tour_idnx624u88,0.3907769,0.29585612,0.010082542,0.0107755875,0.02645125,0.26605758
tour_idgqe536co,0.124361135,0.058877524,5.0031787e-05,0.007237471,0.040951435,0.7685224
tour_idk20b86yj,0.40601575,0.33639327,0.0025801016,0.007813667,0.0038217546,0.2433755
tour_idasj50o9f,0.0032598372,0.005950106,0.000112528585,0.42249689,0.40133044,0.16685025
tour_idq6fisy96,0.22070615,0.6649887,0.0034768812,0.008560067,0.0018731118,0.1003951
tour_idi6md02qe,0.30480984,0.3701149,0.0004933321,0.0045300433,0.027015192,0.29303673
tour_idfptsaqjy,0.16481748,0.52089393,0.00024390116,0.0072482256,0.013413976,0.29338247
tour_ida8d4xfpo,0.012023253,0.003380733,1.7028624e-05,0.28952226,0.40285102,0.29220575
tour_id5nazzl4k,0.2758659,0.46001297,0.02528913,0.020419942,0.036198284,0.18221378
tour_id3ccrh770,0.60769314,0.2973595,0.0024761537,0.0042939265,0.006453572,0.08172376
tour_id053wfem9,0.090668574,0.70388216,0.17325208,0.005487363,0.00751778,0.019192062
tour_idzzf5ufo3,0.46700776,0.17749023,0.00030695932,0.04190703,0.014029612,0.29925838
tour_id6ik71gsk,0.45952344,0.13580085,0.0015721351,0.010080552,0.115012564,0.27801043
tour_id0io0zlgo,0.4310121,0.26006272,0.001625971,0.007464666,0.022665245,0.27716938
tour_idi2pq3vhl,0.012667301,0.0066586006,6.388432e-05,0.1951613,0.49400175,0.29144713
tour_id24iu6mz2,0.31173936,0.2784823,0.05525443,0.015768453,0.0541355,0.28462
tour_idvj5cbwxi,0.15145774,0.7947083,0.037387215,0.0018859206,0.0024647738,0.012096008
tour_id1gfpzo9w,0.007444784,0.0036113446,2.1232852e-05,0.30907327,0.52963537,0.15021402
tour_id7ri4a4cn,0.115216464,0.83359516,0.021832539,0.001470412,0.0025784248,0.025307024
tour_idfwpoajpe,0.026275981,0.015058668,2.9603454e-05,0.05272636,0.10370182,0.8022075
tour_idgu1z0gax,0.02027759,0.006066176,2.635651e-05,0.22520173,0.11771901,0.6307092
tour_id5fpehn34,0.017041296,0.009300779,2.9957753e-05,0.3151349,0.13490123,0.5235919
tour_idch1c1ioz,0.7506421,0.15213972,0.005460761,0.0014969207,0.02917475,0.061085742
tour_id3khsaxim,0.41913712,0.3340111,7.723814e-05,0.03299606,0.033842847,0.17993557
tour_id9mjhg9gs,0.3841546,0.45783353,0.0077056866,0.002707366,0.01369205,0.1339068
tour_idn5orby2d,0.026161993,0.004180866,3.0373225e-05,0.22641085,0.104232736,0.6389832
tour_id7ojaf3nw,0.5250344,0.054500405,0.00074307015,0.02014873,0.005957538,0.39361584
tour_id1pjd3mp8,0.20234832,0.4785791,0.0015420533,0.025978312,0.19357935,0.09797286
tour_id9okhpta4,0.00071277266,0.00013736308,1.1571997e-06,0.02738713,0.9668591,0.004902477
tour_idccfgh92h,0.18643934,0.05545939,0.00011159209,0.0043837503,0.00471559,0.74889034
tour_idbolhcm3g,0.29367465,0.62696713,0.020854397,0.00392172,0.008187766,0.04639429
tour_idnz8vvb7m,0.028465392,0.0021931948,2.9416926e-05,0.29754812,0.08863447,0.5831294
tour_idygfeazgd,0.42625353,0.5210443,0.006795212,0.00939707,0.0044981814,0.032011684
tour_idyg7i2qg2,0.19045305,0.7064483,0.0533624,0.0018824764,0.023366403,0.024487382
tour_idzm1tr77w,0.045131627,0.0082697775,9.971869e-06,0.10289294,0.1579118,0.68578386
tour_id3891v4tb,0.18457994,0.60284865,0.094353616,0.019298414,0.018127717,0.08079168
tour_idjvuth5rk,0.07218854,0.024649836,6.022243e-05,0.13035476,0.12743005,0.6453166
tour_idprjzukio,0.09370855,0.7336492,0.14717846,0.0010388768,0.0033341472,0.0210908
tour_idb5q5vl6a,0.14523223,0.66427517,0.032123696,0.023344122,0.026766319,0.10825842
tour_idwo4kaqog,0.53067565,0.13967942,0.00057455635,0.015791038,0.007329336,0.30594996
tour_idrpg5glhh,0.73864007,0.159269,0.00376821,0.006414938,0.0033351872,0.08857264
tour_idx3sbgqse,0.090668574,0.70388216,0.17325208,0.005487363,0.00751778,0.019192062
tour_idlqgkfbpc,0.05965845,0.021159321,3.1421696e-05,0.12125187,0.067258455,0.73064053
tour_idx1nmghcd,0.4029911,0.5363338,0.0010119431,0.0066929352,0.003590679,0.049379576
tour_id39g9new7,0.2646196,0.15203065,0.0083527565,0.009652365,0.21761218,0.34773245
tour_idmkqyubl5,0.13945562,0.13608009,0.027493069,0.03813538,0.2558027,0.4030331
tour_idbyr4mr12,0.019843763,0.007877641,1.5533918e-05,0.2846182,0.1316105,0.5560344
tour_iduj5oiwpr,0.024953758,0.0051156837,1.3601434e-05,0.37571022,0.192964,0.40124276
tour_id0adqucjh,0.69543767,0.08406025,0.00047113813,0.0015943819,0.047079757,0.17135675
tour_idpre4tf0p,0.16019483,0.7693532,0.025901027,0.0017569629,0.0077940295,0.034999933
tour_idxu3ft6m3,0.0028681175,0.0029508928,1.5227234e-05,0.1820308,0.5661534,0.24598154
tour_idxc4b71an,0.22518557,0.12883244,8.6189335e-05,0.17412348,0.025505077,0.44626725
tour_idmut9g92b,0.16236863,0.13331236,0.00023009541,0.05035447,0.028806536,0.62492794
tour_idnfsiv5ii,0.42956424,0.30156475,0.006474067,0.01551228,0.03618201,0.21070261
tour_id70zs699v,0.14985342,0.082922794,5.0143964e-05,0.070877805,0.030368524,0.6659273
tour_id4s54epdi,0.116148576,0.81988335,0.033472754,0.004959878,0.006680152,0.018855248
tour_id1qoa2q9p,0.020577693,0.0045998534,1.6565671e-05,0.30494678,0.17840357,0.49145558
tour_idt455theu,0.015752958,0.018155992,1.7227469e-05,0.22519857,0.07453902,0.66633624
tour_idjo7q2wx8,0.00707547,0.0055757454,1.1191688e-05,0.30419332,0.07298242,0.61016184
tour_idz62fncaj,0.0077678165,0.022365445,0.0001520808,0.46030387,0.2147134,0.29469737
tour_id8th5oxph,0.0048951786,0.0067737196,0.00011306658,0.33461195,0.39513206,0.25847396
tour_id6mbgr459,0.37067923,0.29761916,0.00588034,0.028919684,0.034682065,0.26221952
tour_id5x0gqqn9,0.037635136,0.012093538,5.6015182e-05,0.18306221,0.1622015,0.6049516
tour_id4zha2t66,0.07222217,0.8065074,0.062058564,0.002252838,0.026760159,0.030198837
tour_idzjhp200g,0.055069197,0.015422981,1.619838e-05,0.07480389,0.07779539,0.77689236
tour_id7j2v1n9x,0.2850579,0.35528225,0.02370764,0.038891196,0.036899842,0.2601612
tour_idz9xicnp4,0.23243344,0.050576027,7.2220595e-05,0.03983744,0.013009233,0.6640716
tour_id1oyzqaek,0.007949462,0.010353715,0.0005524586,0.035590883,0.76979494,0.17575853
tour_ideatachk3,0.04778679,0.008206983,2.6901233e-05,0.18169044,0.14677538,0.6155135
tour_idm3pb7759,0.17509046,0.07555597,4.6766287e-05,0.13409998,0.07350348,0.54170334
tour_idave54w6x,0.16455013,0.18933661,0.0016106673,0.05505582,0.014405141,0.5750416
tour_idq3rteu61,0.21874171,0.6832698,0.0196455,0.0043095094,0.028784214,0.045249213
tour_idut0rmz31,0.3823835,0.055051137,0.00074588816,0.049731996,0.039233062,0.47285444
tour_idjosoits6,0.5041279,0.19524546,0.0034715263,0.004702692,0.047085244,0.24536712
tour_idjjxmbn6a,0.043760672,0.7768924,0.013476677,0.01830372,0.009379641,0.13818689
tour_idppjmfsga,0.11806042,0.8098581,0.043310415,0.0028332903,0.0033218223,0.022615977
tour_idb8dgr0pc,0.028610032,0.0154104335,1.1665752e-05,0.16163142,0.26149467,0.5328418
tour_id1a7vnc1t,0.0719436,0.84845257,0.058548763,0.0010749928,0.0018239097,0.018156178
tour_idk1ks7iwd,0.26637992,0.09984103,3.1773896e-05,0.07745863,0.012099401,0.5441893
tour_id6qonqhu2,0.08681357,0.022259265,6.0231036e-05,0.23875271,0.17232889,0.47978532
tour_id7dq3asc2,0.67014736,0.22666672,0.0029994203,0.0019325421,0.0061543756,0.0920996
tour_idb33f1znk,0.090324946,0.6092371,0.00051304686,0.020602914,0.01191837,0.2674036
tour_idbwo3ntjs,0.02687049,0.013587096,3.188432e-05,0.056824084,0.039178427,0.863508
tour_idgjnnbh15,0.67124104,0.114269964,0.003010677,0.00260533,0.0141567625,0.19471624
tour_id1gjxdvih,0.21653928,0.6618525,0.08179619,0.0017211365,0.005561253,0.032529645
tour_id739kzags,0.20226148,0.58530533,0.17740516,0.001194263,0.009341595,0.024492174
tour_idlzkqnhmi,0.11574959,0.19168204,0.00081776606,0.0067788824,0.032038715,0.652933
tour_idtoncld5w,0.020479325,0.9527335,0.0011905847,0.0022506188,0.0024369597,0.020909017
tour_idn80mg4xi,0.7190793,0.16166748,0.004044902,0.00931645,0.0031270771,0.10276482
tour_idl2r4oiec,0.024374528,0.89242667,0.06254522,0.0024041852,0.0027607803,0.015488672
tour_idyzopjqpe,0.040206082,0.008771972,0.0002010719,0.29126096,0.093823954,0.565736
tour_idv0uvysjr,0.22928062,0.048538107,0.00037459168,0.02508249,0.035212573,0.6615116
tour_id9gqp6b20,0.3540578,0.38245448,0.0025323394,0.016333867,0.08515647,0.1594651
tour_idvo2y4u5f,0.06264126,0.017903995,9.542615e-05,0.10265261,0.3124699,0.5042368
tour_idpm3j4uhq,0.012323006,0.00535179,1.5419622e-05,0.42106694,0.11496077,0.4462821
tour_idt6zcmvas,0.15598151,0.026617281,0.00038143437,0.08537383,0.27480054,0.4568454
tour_idpam31otf,0.7761171,0.14297645,0.0038990348,0.0045011304,0.002400857,0.07010545
tour_idb090hk85,0.008152849,0.004702554,3.1833217e-05,0.36803964,0.17073078,0.44834235
tour_idqx0vpyyd,0.043973856,0.08340833,0.0015843152,0.038477574,0.0045419433,0.82801396
tour_id7hgm695b,0.14760622,0.8105656,0.004145246,0.0008918147,0.024069136,0.012722042
tour_idv7bb169t,0.027134782,0.009283307,6.527543e-05,0.3413091,0.2008673,0.4213402
tour_idln6a4m8s,0.0001313676,9.925722e-05,1.2013732e-06,0.012289808,0.98225546,0.005222887
tour_idsfna6e3v,0.05542275,0.08054234,1.3126202e-05,0.11677627,0.02027112,0.7269744
tour_idm4tg8dm0,0.21098036,0.31537607,0.0020406386,0.006103128,0.009412905,0.45608687
tour_id16vmgej9,0.024600564,0.016559985,1.4924794e-05,0.31571975,0.1425505,0.50055426
tour_id1wmsydpr,0.19166324,0.08025945,0.00035122203,0.035288885,0.04314311,0.64929414
